"search-number","evaluation","a*","b*","c*","d*","fitness","num-replicates","best-fitness-so-far","best-fitness-rechecked"
"38","35","-6","-1","-1","21","-3052.476060855539","1","-499.03020217593917","-1508.560208588478"
"38","36","-10","-7","-1","-21","-1754.8044621284382","1","-499.03020217593917","-1508.560208588478"
"38","37","10","-7","-1","20","-2096.5160318865255","1","-499.03020217593917","-1508.560208588478"
"38","38","-6","6","-1","-21","-1682.5149631227114","1","-499.03020217593917","-1508.560208588478"
"38","39","-11","-8","-1","-21","-1460.1887043881306","1","-499.03020217593917","-1508.560208588478"
"38","40","5","6","-1","-21","-2139.670321692244","1","-499.03020217593917","-1508.560208588478"
"39","1","15","-4","8","6","-489.9609580824767","1","-489.9609580824767","-1967.001151375777"
"39","2","15","-4","11","6","-1219.0422093578104","1","-489.9609580824767","-1967.001151375777"
"39","3","15","4","8","1","1543.4430334207134","1","1543.4430334207134","-529.7629395390659"
"39","4","15","-5","8","-2","18.32094399142602","1","1543.4430334207134","-529.7629395390659"
"39","5","15","3","8","14","-1807.2774382373982","1","1543.4430334207134","-529.7629395390659"
"39","6","15","11","8","1","280.0226867082936","1","1543.4430334207134","-529.7629395390659"
"39","7","-17","4","11","1","150.60632652021093","1","1543.4430334207134","-529.7629395390659"
"39","8","15","4","8","1","-970.9134631387021","1","1543.4430334207134","-529.7629395390659"
"39","9","15","4","-9","-2","207.49593958405126","1","1543.4430334207134","-529.7629395390659"
"39","10","11","5","8","-2","-641.5538604387864","1","1543.4430334207134","-529.7629395390659"
"39","11","-16","4","8","14","-850.6585572383992","1","1543.4430334207134","-529.7629395390659"
"39","12","15","-5","8","1","214.52255551413487","1","1543.4430334207134","-529.7629395390659"
"39","13","-10","-5","8","1","-605.6321291620071","1","1543.4430334207134","-529.7629395390659"
"39","14","15","4","8","6","454.46255958281836","1","1543.4430334207134","-529.7629395390659"
"39","15","0","5","8","6","1130.6319071323492","1","1543.4430334207134","-529.7629395390659"
"39","16","15","4","8","2","-423.61445600516083","1","1543.4430334207134","-529.7629395390659"
"39","17","15","4","15","-2","-1572.8344805246984","1","1543.4430334207134","-529.7629395390659"
"39","18","16","4","8","13","-713.7360244739195","1","1543.4430334207134","-529.7629395390659"
"39","19","14","4","8","-2","-1468.499486951992","1","1543.4430334207134","-529.7629395390659"
"39","20","8","4","8","1","-790.7259805287866","1","1543.4430334207134","-529.7629395390659"
"39","21","15","-6","11","1","-1078.9174047417382","1","1543.4430334207134","-529.7629395390659"
"39","22","15","7","11","1","-843.9551595450284","1","1543.4430334207134","-529.7629395390659"
"39","23","16","3","8","1","-2201.147853071122","1","1543.4430334207134","-529.7629395390659"
"39","24","15","3","8","1","-272.9612606648477","1","1543.4430334207134","-529.7629395390659"
"39","25","15","4","8","14","-1513.9352704254072","1","1543.4430334207134","-529.7629395390659"
"39","26","15","4","7","-32","-6009.352731318313","1","1543.4430334207134","-529.7629395390659"
"39","27","8","-5","8","1","-1047.3910789078116","1","1543.4430334207134","-529.7629395390659"
"39","28","16","4","-9","0","141.23302060710125","1","1543.4430334207134","-529.7629395390659"
"39","29","15","4","-10","2","-921.8031751665405","1","1543.4430334207134","-529.7629395390659"
"39","30","15","5","8","14","-406.0800319003772","1","1543.4430334207134","-529.7629395390659"
"39","31","8","4","8","30","-4030.1525962905107","1","1543.4430334207134","-529.7629395390659"
"39","32","16","4","8","1","211.26549323298173","1","1543.4430334207134","-529.7629395390659"
"39","33","-16","-5","8","1","246.12014189858814","1","1543.4430334207134","-529.7629395390659"
"39","34","15","4","8","-15","-664.089320952342","1","1543.4430334207134","-529.7629395390659"
"39","35","-17","4","8","0","-377.38404027254376","1","1543.4430334207134","-529.7629395390659"
"39","36","15","4","8","3","218.30470809990504","1","1543.4430334207134","-529.7629395390659"
"39","37","15","4","8","-2","-863.6015429131328","1","1543.4430334207134","-529.7629395390659"
"39","38","8","5","8","29","-2820.4767205862754","1","1543.4430334207134","-529.7629395390659"
"39","39","15","4","11","1","355.5091365957097","1","1543.4430334207134","-529.7629395390659"
"39","40","-16","4","8","1","-702.3141789724729","1","1543.4430334207134","-529.7629395390659"
"40","1","-10","21","-22","28","-5512.398973878882","1","-5512.398973878882","-5571.988152893426"
"40","2","-10","21","27","28","-4899.50862277478","1","-4899.50862277478","-5643.029717974525"
"40","3","-10","21","-8","28","-3556.7581962883023","1","-3556.7581962883023","-4901.754121481734"
"40","4","-10","21","-1","29","-2934.460054996081","1","-2934.460054996081","-4268.111209110888"
"40","5","-10","18","-1","29","-3935.1782849097954","1","-2934.460054996081","-4268.111209110888"
"40","6","9","21","-17","28","-6018.423434921532","1","-2934.460054996081","-4268.111209110888"
"40","7","-10","21","-8","29","-5033.618395288974","1","-2934.460054996081","-4268.111209110888"
"40","8","-24","21","-1","29","-5629.548995600673","1","-2934.460054996081","-4268.111209110888"
"40","9","-24","21","-1","18","-2763.658121891614","1","-2763.658121891614","-2877.987080820083"
"40","10","-24","21","0","18","-2591.4203173377346","1","-2591.4203173377346","-2986.2940512985797"
"40","11","-24","21","0","21","-3096.9137150320844","1","-2591.4203173377346","-2986.2940512985797"
"40","12","-23","21","0","18","-3256.1660076449157","1","-2591.4203173377346","-2986.2940512985797"
"40","13","-20","21","0","-20","-2924.997891274435","1","-2591.4203173377346","-2986.2940512985797"
"40","14","-24","-22","0","22","-3447.52113496507","1","-2591.4203173377346","-2986.2940512985797"
"40","15","-24","21","7","18","-3123.6850707869726","1","-2591.4203173377346","-2986.2940512985797"
"40","16","-27","21","0","18","-2467.3907481541173","1","-2467.3907481541173","-2126.1415881737294"
"40","17","25","10","0","18","-697.7700157001955","1","-697.7700157001955","-2629.2371196491713"
"40","18","25","-14","0","18","-2114.0219265899545","1","-697.7700157001955","-2629.2371196491713"
"40","19","25","-22","0","18","-1718.9208044489733","1","-697.7700157001955","-2629.2371196491713"
"40","20","6","10","0","19","-2326.295624665667","1","-697.7700157001955","-2629.2371196491713"
"40","21","26","10","0","18","-1128.7549978894497","1","-697.7700157001955","-2629.2371196491713"
"40","22","-23","-11","0","18","-2760.4324210891373","1","-697.7700157001955","-2629.2371196491713"
"40","23","25","10","4","18","-2104.818295170063","1","-697.7700157001955","-2629.2371196491713"
"40","24","6","20","-1","-20","-3173.879301076331","1","-697.7700157001955","-2629.2371196491713"
"40","25","30","10","0","18","-1235.4351156377513","1","-697.7700157001955","-2629.2371196491713"
"40","26","25","21","0","18","-2660.410350489707","1","-697.7700157001955","-2629.2371196491713"
"40","27","25","10","0","29","-5301.0032116092425","1","-697.7700157001955","-2629.2371196491713"
"40","28","25","10","31","13","-5195.3015386231045","1","-697.7700157001955","-2629.2371196491713"
"40","29","25","10","1","18","-2461.5256443652606","1","-697.7700157001955","-2629.2371196491713"
"40","30","25","9","0","-20","-1529.6410940944888","1","-697.7700157001955","-2629.2371196491713"
"40","31","-26","10","0","17","-1908.0149984467362","1","-697.7700157001955","-2629.2371196491713"
"40","32","26","10","0","-20","-1945.7692726682503","1","-697.7700157001955","-2629.2371196491713"
"40","33","22","10","30","20","-5158.79135684036","1","-697.7700157001955","-2629.2371196491713"
"40","34","25","10","0","13","-823.9117227585837","1","-697.7700157001955","-2629.2371196491713"
"40","35","22","10","0","13","-1489.7491409523882","1","-697.7700157001955","-2629.2371196491713"
"40","36","30","9","-4","18","-2758.997412251366","1","-697.7700157001955","-2629.2371196491713"
"40","37","25","11","-1","18","-1476.3406753571242","1","-697.7700157001955","-2629.2371196491713"
"40","38","25","9","0","21","-2083.5683778471225","1","-697.7700157001955","-2629.2371196491713"
"40","39","22","21","0","18","-2960.296136979653","1","-697.7700157001955","-2629.2371196491713"
"40","40","25","10","0","19","-1663.8549943800517","1","-697.7700157001955","-2629.2371196491713"
"41","1","1","13","25","13","-2989.918863924066","1","-2989.918863924066","-3044.6192693618223"
"41","2","17","13","25","13","-3224.2891760482503","1","-2989.918863924066","-3044.6192693618223"
"41","3","1","13","25","-14","-3171.1471829557845","1","-2989.918863924066","-3044.6192693618223"
"41","4","0","13","29","9","-3234.680148796601","1","-2989.918863924066","-3044.6192693618223"
"41","5","1","13","32","-14","-2739.2363692004997","1","-2739.2363692004997","-3961.795904394169"
"41","6","-15","13","32","-14","-3512.8499727449853","1","-2739.2363692004997","-3961.795904394169"
"41","7","1","13","29","-14","-2181.7732969769104","1","-2181.7732969769104","-3850.101673298781"
"41","8","1","13","3","-13","-1882.1952589386344","1","-1882.1952589386344","-436.7279746067155"
"41","9","-2","13","3","-20","-3642.832531687681","1","-1882.1952589386344","-436.7279746067155"
"41","10","1","13","15","-16","-2279.5520514764203","1","-1882.1952589386344","-436.7279746067155"
"41","11","1","13","1","-13","267.0480658224467","1","267.0480658224467","-1087.1032478036643"
"41","12","1","13","-2","-13","-1882.3803685038233","1","267.0480658224467","-1087.1032478036643"
"41","13","1","13","1","-16","-1907.8792106889036","1","267.0480658224467","-1087.1032478036643"
"41","14","1","19","1","-13","-1917.842273932089","1","267.0480658224467","-1087.1032478036643"
"41","15","1","-14","-2","-13","-258.3446035237371","1","267.0480658224467","-1087.1032478036643"
"41","16","1","13","0","12","-13.868046598783735","1","267.0480658224467","-1087.1032478036643"
"41","17","1","13","1","20","-2874.8160597660753","1","267.0480658224467","-1087.1032478036643"
"41","18","1","13","-2","-13","-1948.730568342301","1","267.0480658224467","-1087.1032478036643"
"41","19","1","12","1","-13","-965.9747946557718","1","267.0480658224467","-1087.1032478036643"
"41","20","6","13","-32","-13","-3863.8893304159956","1","267.0480658224467","-1087.1032478036643"
"41","21","30","2","1","-13","-1640.3090235189657","1","267.0480658224467","-1087.1032478036643"
"41","22","14","13","-2","-13","-2237.536216038352","1","267.0480658224467","-1087.1032478036643"
"41","23","1","13","14","-13","-1487.4561536531428","1","267.0480658224467","-1087.1032478036643"
"41","24","1","13","1","-4","271.8809141934179","1","271.8809141934179","-743.9174666337838"
"41","25","1","2","1","-4","-627.8926289354399","1","271.8809141934179","-743.9174666337838"
"41","26","14","13","1","-4","560.5678590768287","1","560.5678590768287","-405.1608825550745"
"41","27","14","13","-2","-4","-1018.7936642107394","1","560.5678590768287","-405.1608825550745"
"41","28","14","13","1","0","-1090.6201196839706","1","560.5678590768287","-405.1608825550745"
"41","29","1","14","1","-29","-3617.2599804049164","1","560.5678590768287","-405.1608825550745"
"41","30","14","13","-2","-4","-1313.1050720585092","1","560.5678590768287","-405.1608825550745"
"41","31","14","-14","1","-32","-3674.2255574176065","1","560.5678590768287","-405.1608825550745"
"41","32","-15","19","31","-6","-3591.9492475112115","1","560.5678590768287","-405.1608825550745"
"41","33","9","13","1","3","-1014.8351534568088","1","560.5678590768287","-405.1608825550745"
"41","34","13","13","1","-4","-1052.23088625819","1","560.5678590768287","-405.1608825550745"
"41","35","14","13","1","-13","-2768.9204070468895","1","560.5678590768287","-405.1608825550745"
"41","36","9","-14","1","-4","-1350.7445769895849","1","560.5678590768287","-405.1608825550745"
"41","37","-15","19","1","-4","-1672.3133478402974","1","560.5678590768287","-405.1608825550745"
"41","38","14","13","1","-4","-1373.1080372367674","1","560.5678590768287","-405.1608825550745"
"41","39","14","30","1","-4","-1509.3672101753193","1","560.5678590768287","-405.1608825550745"
"41","40","14","2","-2","-29","-3541.0697605903665","1","560.5678590768287","-405.1608825550745"
"42","1","18","18","18","29","-5158.683585892283","1","-5158.683585892283","-4488.208576171894"
"42","2","19","18","18","29","-5508.39028716599","1","-5158.683585892283","-4488.208576171894"
"42","3","18","18","16","29","-4522.117920863483","1","-4522.117920863483","-5625.2802696948265"
"42","4","32","18","-18","29","-6837.263831246718","1","-4522.117920863483","-5625.2802696948265"
"42","5","18","18","20","-30","-7443.316948151045","1","-4522.117920863483","-5625.2802696948265"
"42","6","18","18","16","-30","-5559.664174138215","1","-4522.117920863483","-5625.2802696948265"
"42","7","31","29","16","29","-6894.351877128742","1","-4522.117920863483","-5625.2802696948265"
"42","8","18","-19","16","-30","-4252.121244244851","1","-4252.121244244851","-5021.663705797918"
"42","9","14","18","16","-30","-5090.273077293586","1","-4252.121244244851","-5021.663705797918"
"42","10","18","-19","-17","-30","-4979.079998724656","1","-4252.121244244851","-5021.663705797918"
"42","11","18","-14","16","-29","-5433.241368575812","1","-4252.121244244851","-5021.663705797918"
"42","12","16","18","20","-30","-5873.993603937002","1","-4252.121244244851","-5021.663705797918"
"42","13","18","-20","15","-21","-4366.8931582635105","1","-4252.121244244851","-5021.663705797918"
"42","14","31","-19","16","-30","-6353.939159562462","1","-4252.121244244851","-5021.663705797918"
"42","15","-19","-19","16","29","-6154.722459632029","1","-4252.121244244851","-5021.663705797918"
"42","16","23","-19","20","-30","-6442.158874385788","1","-4252.121244244851","-5021.663705797918"
"42","17","18","-22","-18","-4","-2515.265122815373","1","-2515.265122815373","-1637.813038411776"
"42","18","18","-21","-18","-8","-3156.214020124141","1","-2515.265122815373","-1637.813038411776"
"42","19","18","-22","-18","-3","-2095.448701850537","1","-2095.448701850537","-2120.10868536332"
"42","20","16","-22","-9","-3","-343.69266974938887","1","-343.69266974938887","-1509.9094911813104"
"42","21","16","22","-9","-3","-1427.459532363397","1","-343.69266974938887","-1509.9094911813104"
"42","22","16","-23","8","-3","-402.2583532817289","1","-343.69266974938887","-1509.9094911813104"
"42","23","15","22","8","-20","-3426.4185190296785","1","-343.69266974938887","-1509.9094911813104"
"42","24","16","-22","8","-3","-1057.6174225320399","1","-343.69266974938887","-1509.9094911813104"
"42","25","16","-27","-12","2","-2311.4317727905695","1","-343.69266974938887","-1509.9094911813104"
"42","26","16","-22","-12","2","-1294.9366788329435","1","-343.69266974938887","-1509.9094911813104"
"42","27","16","-22","-25","-3","-2103.6691165752154","1","-343.69266974938887","-1509.9094911813104"
"42","28","16","-22","-9","-2","-910.1716885590236","1","-343.69266974938887","-1509.9094911813104"
"42","29","32","-22","-10","-3","-1863.9071788362853","1","-343.69266974938887","-1509.9094911813104"
"42","30","16","-22","-9","2","-2309.8446656388096","1","-343.69266974938887","-1509.9094911813104"
"42","31","16","-22","-8","-3","-3078.277060646894","1","-343.69266974938887","-1509.9094911813104"
"42","32","16","-22","8","-6","-2546.626266547506","1","-343.69266974938887","-1509.9094911813104"
"42","33","16","-11","9","2","-2162.1243146570405","1","-343.69266974938887","-1509.9094911813104"
"42","34","-18","-22","-9","-3","-2442.1837923811136","1","-343.69266974938887","-1509.9094911813104"
"42","35","16","-22","-9","-31","-4149.754165502845","1","-343.69266974938887","-1509.9094911813104"
"42","36","15","-22","-25","-31","-7555.809675268375","1","-343.69266974938887","-1509.9094911813104"
"42","37","16","-22","-9","-6","-2635.387332668699","1","-343.69266974938887","-1509.9094911813104"
"42","38","16","-14","-17","-3","-2055.1154467903125","1","-343.69266974938887","-1509.9094911813104"
"42","39","16","-23","-10","-6","-993.6754180677248","1","-343.69266974938887","-1509.9094911813104"
"42","40","18","-22","-9","-3","-2961.047968488359","1","-343.69266974938887","-1509.9094911813104"
"43","1","29","12","-32","-6","-4912.153328700066","1","-4912.153328700066","-4762.061118949394"
"43","2","29","12","-27","-6","-3168.6505768144607","1","-3168.6505768144607","-3401.3348465430136"
"43","3","29","12","-27","-11","-4376.831524008208","1","-3168.6505768144607","-3401.3348465430136"
"43","4","29","4","-27","-6","-3225.305304018056","1","-3168.6505768144607","-3401.3348465430136"
"43","5","29","12","-26","-6","-4203.102332819671","1","-3168.6505768144607","-3401.3348465430136"
"43","6","-31","13","-27","-6","-4831.232454959052","1","-3168.6505768144607","-3401.3348465430136"
"43","7","29","-13","-27","-6","-2347.958707318665","1","-2347.958707318665","-3130.2430496680054"
"43","8","-31","-13","-27","-7","-3848.8494109691733","1","-2347.958707318665","-3130.2430496680054"
"43","9","29","-13","-27","-7","-3243.430007851707","1","-2347.958707318665","-3130.2430496680054"
"43","10","-30","-17","-27","-6","-4477.374880383791","1","-2347.958707318665","-3130.2430496680054"
"43","11","29","-4","-27","-27","-5125.501179314457","1","-2347.958707318665","-3130.2430496680054"
"43","12","29","-13","26","-6","-2940.229859954944","1","-2347.958707318665","-3130.2430496680054"
"43","13","18","-17","-27","-6","-3349.7306410077927","1","-2347.958707318665","-3130.2430496680054"
"43","14","2","-13","25","-6","-1868.3138453622819","1","-1868.3138453622819","121.2226822660798"
"43","15","2","12","25","-6","-2915.6592719568166","1","-1868.3138453622819","121.2226822660798"
"43","16","2","-13","28","5","-3721.283351407547","1","-1868.3138453622819","121.2226822660798"
"43","17","2","-13","25","5","-995.2004909807372","1","-995.2004909807372","-2423.537892753471"
"43","18","29","-13","25","2","-3208.298811817221","1","-995.2004909807372","-2423.537892753471"
"43","19","-3","-13","25","5","-2456.026437564312","1","-995.2004909807372","-2423.537892753471"
"43","20","2","-13","24","5","-1357.5997295554052","1","-995.2004909807372","-2423.537892753471"
"43","21","2","-14","7","5","-1012.048198390493","1","-995.2004909807372","-2423.537892753471"
"43","22","2","-14","25","5","-1636.8944908188514","1","-995.2004909807372","-2423.537892753471"
"43","23","2","-14","25","13","-3245.1377339017113","1","-995.2004909807372","-2423.537892753471"
"43","24","13","12","25","5","-2549.119472903055","1","-995.2004909807372","-2423.537892753471"
"43","25","2","-13","25","6","-2583.4478074551935","1","-995.2004909807372","-2423.537892753471"
"43","26","1","-13","32","5","-3435.4290515492585","1","-995.2004909807372","-2423.537892753471"
"43","27","-3","-12","25","5","-3684.2880817178843","1","-995.2004909807372","-2423.537892753471"
"43","28","2","-13","26","5","-954.0307115141788","1","-954.0307115141788","-2178.953259085549"
"43","29","2","-17","6","4","202.78058681501432","1","202.78058681501432","-665.7545846078845"
"43","30","2","15","6","4","-1138.3676768437276","1","202.78058681501432","-665.7545846078845"
"43","31","29","-18","6","4","-2153.22891106708","1","202.78058681501432","-665.7545846078845"
"43","32","2","-17","6","11","-290.1370268089645","1","202.78058681501432","-665.7545846078845"
"43","33","2","-17","26","4","-2271.110743284563","1","202.78058681501432","-665.7545846078845"
"43","34","1","-18","6","4","-458.4698339810455","1","202.78058681501432","-665.7545846078845"
"43","35","2","-17","-7","4","-707.2904096983225","1","202.78058681501432","-665.7545846078845"
"43","36","2","-17","1","4","-352.22154782069754","1","202.78058681501432","-665.7545846078845"
"43","37","-3","-17","6","4","-289.80143317291754","1","202.78058681501432","-665.7545846078845"
"43","38","1","-13","5","28","-4123.453276138106","1","202.78058681501432","-665.7545846078845"
"43","39","2","15","6","4","300.3740602667241","1","300.3740602667241","-744.2756442352327"
"43","40","29","15","6","-5","-1748.9450359876346","1","300.3740602667241","-744.2756442352327"
"44","1","-23","0","2","5","-1382.9290873504597","1","-1382.9290873504597","-849.2669870447942"
"44","2","-23","0","2","27","-2735.883981790554","1","-1382.9290873504597","-849.2669870447942"
"44","3","-23","0","2","2","75.12333518987691","1","75.12333518987691","604.818641288673"
"44","4","-23","0","2","30","-4976.386364141343","1","75.12333518987691","604.818641288673"
"44","5","-23","3","2","2","111.25631574999943","1","111.25631574999943","351.63918336116495"
"44","6","-10","0","2","3","-333.50314750021334","1","111.25631574999943","351.63918336116495"
"44","7","-23","3","2","-3","150.2281870805234","1","150.2281870805234","434.612524170706"
"44","8","-23","3","3","2","-1465.432831084456","1","150.2281870805234","434.612524170706"
"44","9","22","28","2","-3","-2498.0863119539063","1","150.2281870805234","434.612524170706"
"44","10","-23","3","3","-3","714.6943095649494","1","714.6943095649494","-1112.4901152330722"
"44","11","-26","2","32","-3","-4290.296593681147","1","714.6943095649494","-1112.4901152330722"
"44","12","-23","3","0","2","1344.5691073498097","1","1344.5691073498097","-915.8158231799104"
"44","13","-23","3","0","1","-760.9203987803464","1","1344.5691073498097","-915.8158231799104"
"44","14","-26","-30","0","2","-1743.2995404316337","1","1344.5691073498097","-915.8158231799104"
"44","15","-23","3","0","-3","-256.864753952026","1","1344.5691073498097","-915.8158231799104"
"44","16","-26","3","0","2","-1715.7774659443749","1","1344.5691073498097","-915.8158231799104"
"44","17","-23","3","-1","2","-2477.8107054098787","1","1344.5691073498097","-915.8158231799104"
"44","18","-23","3","-1","2","-319.7734657566862","1","1344.5691073498097","-915.8158231799104"
"44","19","23","-4","0","13","-1203.7477820899041","1","1344.5691073498097","-915.8158231799104"
"44","20","-10","3","0","2","-828.4403059953639","1","1344.5691073498097","-915.8158231799104"
"44","21","-23","28","0","2","-2666.059324324148","1","1344.5691073498097","-915.8158231799104"
"44","22","-23","-4","15","2","-1344.2158864336502","1","1344.5691073498097","-915.8158231799104"
"44","23","-23","-4","0","2","-1309.7071919196628","1","1344.5691073498097","-915.8158231799104"
"44","24","23","3","1","-3","-1241.4440866988584","1","1344.5691073498097","-915.8158231799104"
"44","25","-23","0","0","2","-361.49533707635874","1","1344.5691073498097","-915.8158231799104"
"44","26","-23","3","0","13","-930.7928414363755","1","1344.5691073498097","-915.8158231799104"
"44","27","22","3","0","2","-956.9391862540436","1","1344.5691073498097","-915.8158231799104"
"44","28","-23","3","-1","13","-2104.204646655396","1","1344.5691073498097","-915.8158231799104"
"44","29","-10","3","3","2","549.549537825537","1","1344.5691073498097","-915.8158231799104"
"44","30","22","-4","15","2","-2296.639072324494","1","1344.5691073498097","-915.8158231799104"
"44","31","-23","2","0","2","-19.939863611758256","1","1344.5691073498097","-915.8158231799104"
"44","32","-24","3","0","13","-2935.585373002068","1","1344.5691073498097","-915.8158231799104"
"44","33","-23","2","15","2","-1901.9134096262032","1","1344.5691073498097","-915.8158231799104"
"44","34","-22","3","0","29","-2944.7032243329304","1","1344.5691073498097","-915.8158231799104"
"44","35","-26","3","0","1","-1243.730514266394","1","1344.5691073498097","-915.8158231799104"
"44","36","-27","3","32","2","-3706.607314398441","1","1344.5691073498097","-915.8158231799104"
"44","37","-10","3","0","-3","-703.9052723522695","1","1344.5691073498097","-915.8158231799104"
"44","38","-23","11","1","2","-1356.6645747092277","1","1344.5691073498097","-915.8158231799104"
"44","39","-23","3","0","-3","-680.8831738862461","1","1344.5691073498097","-915.8158231799104"
"44","40","-23","3","0","9","-278.4957293338573","1","1344.5691073498097","-915.8158231799104"
"45","1","26","-11","16","-9","-2976.553659253361","1","-2976.553659253361","-1764.8367282526742"
"45","2","26","-11","16","8","-879.4748994412812","1","-879.4748994412812","-1419.5729400085952"
"45","3","26","-11","17","8","-2599.7970369525074","1","-879.4748994412812","-1419.5729400085952"
"45","4","26","-11","16","15","-3312.2634231215334","1","-879.4748994412812","-1419.5729400085952"
"45","5","27","-11","15","8","-3789.878140713803","1","-879.4748994412812","-1419.5729400085952"
"45","6","30","-11","16","24","-3296.8410464562276","1","-879.4748994412812","-1419.5729400085952"
"45","7","-26","-11","16","8","-1961.9965948753318","1","-879.4748994412812","-1419.5729400085952"
"45","8","31","-11","-17","8","-3504.0349721836124","1","-879.4748994412812","-1419.5729400085952"
"45","9","31","-11","16","8","-1742.9496867849393","1","-879.4748994412812","-1419.5729400085952"
"45","10","26","-12","-17","8","-2053.9038639809737","1","-879.4748994412812","-1419.5729400085952"
"45","11","26","-14","16","8","-1915.749984415405","1","-879.4748994412812","-1419.5729400085952"
"45","12","26","-11","-18","15","-2465.042487322111","1","-879.4748994412812","-1419.5729400085952"
"45","13","26","-10","16","8","-1585.4160902459307","1","-879.4748994412812","-1419.5729400085952"
"45","14","26","10","-18","8","-1394.27383147301","1","-879.4748994412812","-1419.5729400085952"
"45","15","26","-11","16","-9","-1412.5036949794612","1","-879.4748994412812","-1419.5729400085952"
"45","16","26","-11","7","8","-1627.0457578860687","1","-879.4748994412812","-1419.5729400085952"
"45","17","27","-11","16","8","-2124.7973699459603","1","-879.4748994412812","-1419.5729400085952"
"45","18","26","10","16","8","-1673.7950289886594","1","-879.4748994412812","-1419.5729400085952"
"45","19","26","-11","23","8","-2770.2102264509244","1","-879.4748994412812","-1419.5729400085952"
"45","20","6","-11","32","-9","-4106.792417112569","1","-879.4748994412812","-1419.5729400085952"
"45","21","-26","-11","16","8","-1861.5389286309808","1","-879.4748994412812","-1419.5729400085952"
"45","22","25","-11","16","8","-1743.6060530947207","1","-879.4748994412812","-1419.5729400085952"
"45","23","26","-10","-17","8","-3094.3250895437814","1","-879.4748994412812","-1419.5729400085952"
"45","24","27","21","16","8","-3463.8428267117597","1","-879.4748994412812","-1419.5729400085952"
"45","25","26","-11","16","9","-1833.9920166947754","1","-879.4748994412812","-1419.5729400085952"
"45","26","6","-11","-18","8","-2066.1920742095253","1","-879.4748994412812","-1419.5729400085952"
"45","27","26","-11","19","-9","-2620.327610045279","1","-879.4748994412812","-1419.5729400085952"
"45","28","26","9","16","8","-2660.6817901743525","1","-879.4748994412812","-1419.5729400085952"
"45","29","26","-11","19","15","-3793.6969887758983","1","-879.4748994412812","-1419.5729400085952"
"45","30","6","-11","16","8","-1298.1291065245405","1","-879.4748994412812","-1419.5729400085952"
"45","31","25","10","16","8","-2230.3490099026753","1","-879.4748994412812","-1419.5729400085952"
"45","32","-27","10","-18","8","-1496.2999136488877","1","-879.4748994412812","-1419.5729400085952"
"45","33","-31","-11","16","8","-1589.6849940926984","1","-879.4748994412812","-1419.5729400085952"
"45","34","31","-6","-18","8","-2959.4591124081694","1","-879.4748994412812","-1419.5729400085952"
"45","35","6","-11","23","8","-1139.089008357354","1","-879.4748994412812","-1419.5729400085952"
"45","36","26","-11","17","-9","-1370.8723778309063","1","-879.4748994412812","-1419.5729400085952"
"45","37","27","-11","23","8","-5278.622272202945","1","-879.4748994412812","-1419.5729400085952"
"45","38","23","-11","16","8","-1008.2221804264692","1","-879.4748994412812","-1419.5729400085952"
"45","39","25","-11","23","24","-3438.2330948569816","1","-879.4748994412812","-1419.5729400085952"
"45","40","18","-11","16","8","-1531.9422375767851","1","-879.4748994412812","-1419.5729400085952"
"46","1","-18","-3","4","24","-1168.547132967869","1","-1168.547132967869","-3384.543872416686"
"46","2","16","-3","4","23","-2334.795795771769","1","-1168.547132967869","-3384.543872416686"
"46","3","-18","-3","11","24","-2459.9795017345336","1","-1168.547132967869","-3384.543872416686"
"46","4","-18","-3","4","22","-1521.9616542001559","1","-1168.547132967869","-3384.543872416686"
"46","5","-18","-3","-5","24","-3935.477668823204","1","-1168.547132967869","-3384.543872416686"
"46","6","-18","2","5","24","-2880.2962008215195","1","-1168.547132967869","-3384.543872416686"
"46","7","-18","-3","-5","24","-2917.79833634748","1","-1168.547132967869","-3384.543872416686"
"46","8","18","-3","5","25","-2559.1495060907687","1","-1168.547132967869","-3384.543872416686"
"46","9","-31","-6","4","8","-763.764751873769","1","-763.764751873769","-2293.2199844803717"
"46","10","-2","-6","4","8","-688.0312195032906","1","-688.0312195032906","-286.5895667102593"
"46","11","-2","-6","-5","25","-1613.0887399780977","1","-688.0312195032906","-286.5895667102593"
"46","12","-7","-6","4","8","-40.74373498933306","1","-40.74373498933306","-661.3971700717409"
"46","13","-7","-28","-5","11","-1627.7353217963228","1","-40.74373498933306","-661.3971700717409"
"46","14","-7","-5","7","8","-233.0244266798365","1","-40.74373498933306","-661.3971700717409"
"46","15","-10","-5","4","8","-642.135166283669","1","-40.74373498933306","-661.3971700717409"
"46","16","-7","-28","4","8","-885.5185129612112","1","-40.74373498933306","-661.3971700717409"
"46","17","-26","5","-5","8","465.84087644123065","1","465.84087644123065","-867.9377116452929"
"46","18","-26","5","-5","15","-1458.3029526442795","1","465.84087644123065","-867.9377116452929"
"46","19","-26","5","4","8","-1440.3120761315104","1","465.84087644123065","-867.9377116452929"
"46","20","-26","5","-8","8","-565.1246383570826","1","465.84087644123065","-867.9377116452929"
"46","21","26","5","-5","8","-1597.9338171818106","1","465.84087644123065","-867.9377116452929"
"46","22","-26","27","-5","8","-2936.98509060634","1","465.84087644123065","-867.9377116452929"
"46","23","-27","5","-5","8","-845.680973326537","1","465.84087644123065","-867.9377116452929"
"46","24","26","5","-5","-9","-1196.6677981264677","1","465.84087644123065","-867.9377116452929"
